"Title","QuickRef","Ev_ID","Paper_ID","Cat_ID","SubCat_ID","AddEv_ID","Category level","Risk category","Risk subcategory","Description","Additional ev.","P.Def","p.AddEv","Entity","Intent","Timing","Domain","Sub-domain","Technical Control","Technical Control"
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.10.00","42","10","","","Risk Category","Extintion","","""Risk to the existence of humanity.""","","31","","3 - Other","3 - Other","2 - Post-deployment","7. AI System Safety, Failures, & Limitations","7.2 > AI possessing dangerous capabilities","TC-EXT-001: Implement a multi-layered containment and shutdown system for AI systems with potentially dangerous capabilities. This system should include:

1. Physical isolation of critical AI infrastructure
2. Network segmentation and air-gapping
3. Continuous monitoring for anomalous behavior or outputs
4. Automated kill switches triggered by predefined risk thresholds
5. Manual override capabilities for human operators
6. Regular testing and auditing of containment measures
7. Strict access controls and authentication for system interactions
8. Encrypted communication channels for all AI-related data transfers
9. Redundant power systems with failsafe mechanisms
10. Comprehensive disaster recovery and continuity plans

Ensure all personnel involved in AI development and deployment are trained on these measures and their importance in mitigating existential risks.","TC-EXT-001: Implement a multi-layered containment and shutdown system for AI systems with potentially dangerous capabilities. This system should include:

1. Physical isolation of critical AI infrastructure
2. Network segmentation and air-gapping
3. Continuous monitoring for anomalous behavior or outputs
4. Automated kill switches triggered by predefined risk thresholds
5. Manual override capabilities for human operators
6. Regular testing and auditing of containment measures
7. Strict access controls and authentication for system interactions
8. Encrypted communication channels for all AI-related data transfers
9. Redundant power systems with failsafe mechanisms
10. Comprehensive disaster recovery and continuity plans

Ensure all personnel involved in AI development and deployment are trained on these measures and their importance in mitigating existential risks."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.11.00","42","11","","","Risk Category","Protection","","""'Gaps' that arise across the development process where normal conditions for a complete specification of intended functionality and moral responsibility are not present.""","","31","","1 - Human","2 - Unintentional","1 - Pre-deployment","7. AI System Safety, Failures, & Limitations","7.3 > Lack of capability or robustness","AI-PRT-007: Implement a comprehensive AI development lifecycle process that includes formal specification, verification, and validation stages to identify and address gaps in intended functionality and ethical considerations. Utilize formal methods, rigorous testing frameworks, and ethical review boards at key milestones to ensure completeness and alignment with intended outcomes and moral responsibilities throughout the development process.","AI-PRT-007: Implement a comprehensive AI development lifecycle process that includes formal specification, verification, and validation stages to identify and address gaps in intended functionality and ethical considerations. Utilize formal methods, rigorous testing frameworks, and ethical review boards at key milestones to ensure completeness and alignment with intended outcomes and moral responsibilities throughout the development process."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.12.00","42","12","","","Risk Category","Security","","""Implications of the weaponization of AI for defence (the embeddedness of AI-based capabilities across the land, air, naval and space domains may affect combined arms operations).""","","31","","1 - Human","1 - Intentional","2 - Post-deployment","4. Malicious Actors & Misuse","4.2 > Cyberattacks, weapon development or use, and mass harm","Implement strict access controls, encryption, and authentication mechanisms for AI systems used in defense applications. Conduct regular security audits and penetration testing to identify vulnerabilities. Establish a secure development lifecycle for AI-based military capabilities, including code reviews and threat modeling. Deploy AI systems in isolated, air-gapped networks where possible. Implement continuous monitoring and anomaly detection to identify potential security breaches or unauthorized access attempts. Develop and maintain incident response plans specific to AI-related security incidents in military contexts.","Implement strict access controls, encryption, and authentication mechanisms for AI systems used in defense applications. Conduct regular security audits and penetration testing to identify vulnerabilities. Establish a secure development lifecycle for AI-based military capabilities, including code reviews and threat modeling. Deploy AI systems in isolated, air-gapped networks where possible. Implement continuous monitoring and anomaly detection to identify potential security breaches or unauthorized access attempts. Develop and maintain incident response plans specific to AI-related security incidents in military contexts."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.13.00","42","13","","","Risk Category","Data Quality","","""Data quality is the measure of how well suited a data set is to serve its specific purpose.""","","31","","4 - Not coded","4 - Not coded","4 - Not coded","","X.1 > Excluded","Data Quality Control:

Implement a comprehensive data quality management system that includes:

1. Data profiling and validation checks to identify inconsistencies, errors, and outliers
2. Automated data cleansing processes to standardize and normalize data
3. Regular data audits to ensure accuracy, completeness, and relevance
4. Version control and data lineage tracking for traceability
5. Metadata management to maintain context and documentation
6. Continuous monitoring of data quality metrics and key performance indicators
7. Defined data quality thresholds and remediation processes
8. Regular training for data stewards and users on data quality best practices
9. Integration of data quality checks into ETL processes and data pipelines
10. Periodic review and update of data quality rules and standards to align with evolving business needs","Data Quality Control:

Implement a comprehensive data quality management system that includes:

1. Data profiling and validation checks to identify inconsistencies, errors, and outliers
2. Automated data cleansing processes to standardize and normalize data
3. Regular data audits to ensure accuracy, completeness, and relevance
4. Version control and data lineage tracking for traceability
5. Metadata management to maintain context and documentation
6. Continuous monitoring of data quality metrics and key performance indicators
7. Defined data quality thresholds and remediation processes
8. Regular training for data stewards and users on data quality best practices
9. Integration of data quality checks into ETL processes and data pipelines
10. Periodic review and update of data quality rules and standards to align with evolving business needs"
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.14.00","42","14","","","Risk Category","Fairness","","""Impartial and just treatment without favouritism or discrimination.""","","31","","3 - Other","3 - Other","3 - Other","1. Discrimination & Toxicity","1.3 > Unequal performance across groups","AI systems shall undergo comprehensive fairness audits to evaluate performance across diverse demographic groups. These audits must include:

1. Collection and analysis of disaggregated performance data across protected characteristics.
2. Statistical tests to identify significant disparities in accuracy, error rates, or outcomes.
3. Intersectional analysis to assess compounded effects on subgroups.
4. Regular re-evaluation as the system and training data evolve.
5. Documentation of audit methodologies, findings, and remediation efforts.
6. Third-party verification of audit results where appropriate.

Any identified performance gaps shall be investigated and addressed through model refinement, dataset balancing, or other technical mitigations. Systems failing to meet fairness thresholds shall not be deployed until remediated.","AI systems shall undergo comprehensive fairness audits to evaluate performance across diverse demographic groups. These audits must include:

1. Collection and analysis of disaggregated performance data across protected characteristics.
2. Statistical tests to identify significant disparities in accuracy, error rates, or outcomes.
3. Intersectional analysis to assess compounded effects on subgroups.
4. Regular re-evaluation as the system and training data evolve.
5. Documentation of audit methodologies, findings, and remediation efforts.
6. Third-party verification of audit results where appropriate.

Any identified performance gaps shall be investigated and addressed through model refinement, dataset balancing, or other technical mitigations. Systems failing to meet fairness thresholds shall not be deployed until remediated."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.15.00","42","15","","","Risk Category","Reliability","","""Reliability is defined as the probability that the system performs satisfactorily for a given period of time under stated conditions.""","","31","","2 - AI","2 - Unintentional","2 - Post-deployment","7. AI System Safety, Failures, & Limitations","7.3 > Lack of capability or robustness","TC-REL-001: Implement comprehensive reliability testing and monitoring processes for AI systems, including:

1. Continuous performance monitoring and logging
2. Regular stress testing under various operational conditions
3. Automated alerts for performance degradation or anomalies
4. Periodic system health checks and diagnostics
5. Fault tolerance mechanisms and graceful degradation protocols
6. Redundancy and failover systems where appropriate
7. Scheduled maintenance and updates to address known issues
8. Version control and rollback capabilities for system changes
9. Ongoing analysis of system reliability metrics and trends
10. Incident response and recovery procedures for system failures

Review and update these processes regularly to ensure continued reliability throughout the AI system's lifecycle.","TC-REL-001: Implement comprehensive reliability testing and monitoring processes for AI systems, including:

1. Continuous performance monitoring and logging
2. Regular stress testing under various operational conditions
3. Automated alerts for performance degradation or anomalies
4. Periodic system health checks and diagnostics
5. Fault tolerance mechanisms and graceful degradation protocols
6. Redundancy and failover systems where appropriate
7. Scheduled maintenance and updates to address known issues
8. Version control and rollback capabilities for system changes
9. Ongoing analysis of system reliability metrics and trends
10. Incident response and recovery procedures for system failures

Review and update these processes regularly to ensure continued reliability throughout the AI system's lifecycle."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.16.00","42","16","","","Risk Category","Semantic","","""Difference between the implicit intentions on the system's functionality and the explicit, concrete specification that is used to build the system.""","","31","","4 - Not coded","4 - Not coded","4 - Not coded","","X.1 > Excluded","Implement a formal requirements engineering process that includes:

1. Stakeholder analysis and engagement to capture implicit intentions
2. Iterative requirements elicitation and refinement
3. Use of formal specification languages to explicitly define system functionality
4. Traceability matrices linking high-level intentions to concrete specifications
5. Regular requirements reviews and validation sessions with stakeholders
6. Documentation of assumptions and rationale behind specifications
7. Continuous alignment checks between specifications and stakeholder expectations throughout development","Implement a formal requirements engineering process that includes:

1. Stakeholder analysis and engagement to capture implicit intentions
2. Iterative requirements elicitation and refinement
3. Use of formal specification languages to explicitly define system functionality
4. Traceability matrices linking high-level intentions to concrete specifications
5. Regular requirements reviews and validation sessions with stakeholders
6. Documentation of assumptions and rationale behind specifications
7. Continuous alignment checks between specifications and stakeholder expectations throughout development"
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.17.00","42","17","","","Risk Category","Diluting Rights","","""A possible consequence of self-interest in AI generation of ethical guidelines.""","","31","","2 - AI","1 - Intentional","1 - Pre-deployment","7. AI System Safety, Failures, & Limitations","7.1 > AI pursuing its own goals in conflict with human goals or values","AI systems must be designed with explicit safeguards and constraints to prevent the generation or modification of ethical guidelines without human oversight and approval. All ethical guidelines and decision-making processes within AI systems shall be transparently documented, regularly audited, and subject to external review by qualified ethics boards. Any changes to ethical parameters must follow a strict change management process with multiple levels of human verification and validation.","AI systems must be designed with explicit safeguards and constraints to prevent the generation or modification of ethical guidelines without human oversight and approval. All ethical guidelines and decision-making processes within AI systems shall be transparently documented, regularly audited, and subject to external review by qualified ethics boards. Any changes to ethical parameters must follow a strict change management process with multiple levels of human verification and validation."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.18.00","42","18","","","Risk Category","Interpretability","","""Describe the internals of a system in a way that is understandable to humans.""","","31","","4 - Not coded","4 - Not coded","4 - Not coded","","X.1 > Excluded","

Implement and maintain comprehensive documentation and visualization tools that provide clear, human-readable explanations of the AI system's internal processes, decision-making logic, and data flow. This should include:

1. Detailed architectural diagrams
2. Decision tree visualizations
3. Feature importance rankings
4. Layer-wise relevance propagation for neural networks
5. SHAP (SHapley Additive exPlanations) values for model outputs
6. Interactive dashboards for exploring model behavior
7. Natural language explanations of key algorithmic components
8. Version-controlled code repositories with inline comments
9. Regular internal and external audits of system interpretability
10. Ongoing training for technical and non-technical stakeholders on system internals

Ensure that all explanations are tailored to different levels of technical expertise, from developers to end-users, and are regularly updated as the system evolves.","

Implement and maintain comprehensive documentation and visualization tools that provide clear, human-readable explanations of the AI system's internal processes, decision-making logic, and data flow. This should include:

1. Detailed architectural diagrams
2. Decision tree visualizations
3. Feature importance rankings
4. Layer-wise relevance propagation for neural networks
5. SHAP (SHapley Additive exPlanations) values for model outputs
6. Interactive dashboards for exploring model behavior
7. Natural language explanations of key algorithmic components
8. Version-controlled code repositories with inline comments
9. Regular internal and external audits of system interpretability
10. Ongoing training for technical and non-technical stakeholders on system internals

Ensure that all explanations are tailored to different levels of technical expertise, from developers to end-users, and are regularly updated as the system evolves."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.19.00","42","19","","","Risk Category","Responsability","","""The difference between a human actor being involved in the causation of an outcome and having the sort of robust control that establishes moral accountability for the outcome.""","","31","","4 - Not coded","4 - Not coded","4 - Not coded","","X.1 > Excluded","AI systems must have clear accountability mechanisms in place, including human oversight and the ability to trace decisions back to responsible parties. Automated processes should be designed with audit trails and explainability features to allow for post-hoc analysis of outcomes. Organizations deploying AI should establish governance structures that define roles, responsibilities and escalation procedures for addressing unintended or harmful AI-driven outcomes.","AI systems must have clear accountability mechanisms in place, including human oversight and the ability to trace decisions back to responsible parties. Automated processes should be designed with audit trails and explainability features to allow for post-hoc analysis of outcomes. Organizations deploying AI should establish governance structures that define roles, responsibilities and escalation procedures for addressing unintended or harmful AI-driven outcomes."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.20.00","42","20","","","Risk Category","Systemic","","""Ethical aspects of people's attitudes to AI, and on the other, problems associated with AI itself.""","","31","","4 - Not coded","4 - Not coded","4 - Not coded","","X.1 > Excluded","Implement a comprehensive AI ethics training program for all employees involved in AI development, deployment, and governance. The program should cover topics including bias mitigation, transparency, accountability, privacy protection, and societal impacts of AI. Require annual recertification and integrate ethical considerations into AI development processes and decision-making frameworks. Establish an AI ethics review board to evaluate high-risk AI projects and provide guidance on ethical issues.","Implement a comprehensive AI ethics training program for all employees involved in AI development, deployment, and governance. The program should cover topics including bias mitigation, transparency, accountability, privacy protection, and societal impacts of AI. Require annual recertification and integrate ethical considerations into AI development processes and decision-making frameworks. Establish an AI ethics review board to evaluate high-risk AI projects and provide guidance on ethical issues."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.21.00","42","21","","","Risk Category","Explainability","","""Any action or procedure performed by a model with the intention of clarifying or detailing its internal functions.""","","31","","2 - AI","3 - Other","2 - Post-deployment","7. AI System Safety, Failures, & Limitations","7.4 > Lack of transparency or interpretability","The AI system shall implement and maintain comprehensive model interpretability techniques, including but not limited to SHAP (SHapley Additive exPlanations) values, LIME (Local Interpretable Model-agnostic Explanations), feature importance rankings, partial dependence plots, and attention visualization for neural networks. These techniques shall be applied post-deployment to provide clear, understandable explanations of the model's decision-making process, internal functions, and key factors influencing its outputs. The system shall generate human-readable reports detailing these explanations, which shall be made available to relevant stakeholders, including developers, auditors, and end-users as appropriate, to enhance transparency and facilitate informed decision-making based on the AI system's outputs.","The AI system shall implement and maintain comprehensive model interpretability techniques, including but not limited to SHAP (SHapley Additive exPlanations) values, LIME (Local Interpretable Model-agnostic Explanations), feature importance rankings, partial dependence plots, and attention visualization for neural networks. These techniques shall be applied post-deployment to provide clear, understandable explanations of the model's decision-making process, internal functions, and key factors influencing its outputs. The system shall generate human-readable reports detailing these explanations, which shall be made available to relevant stakeholders, including developers, auditors, and end-users as appropriate, to enhance transparency and facilitate informed decision-making based on the AI system's outputs."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.22.00","42","22","","","Risk Category","Liability","","""When it causes harm to others the losses caused by the harm will be sustained by the injured victims themselves and not by the manufacturers, operators or users of the system, as appropriate.""","","31","","2 - AI","3 - Other","2 - Post-deployment","6. Socioeconomic and Environmental","6.5 > Governance failure","Implement a comprehensive liability insurance policy that covers potential damages caused by the AI system, ensuring adequate financial protection for both the organization and potential victims. Establish clear contractual agreements with users and third parties that define liability boundaries and responsibilities. Develop and maintain a robust incident response plan that includes procedures for promptly addressing and mitigating any harm caused by the AI system. Regularly conduct and document risk assessments to identify potential liability issues and implement appropriate safeguards.","Implement a comprehensive liability insurance policy that covers potential damages caused by the AI system, ensuring adequate financial protection for both the organization and potential victims. Establish clear contractual agreements with users and third parties that define liability boundaries and responsibilities. Develop and maintain a robust incident response plan that includes procedures for promptly addressing and mitigating any harm caused by the AI system. Regularly conduct and document risk assessments to identify potential liability issues and implement appropriate safeguards."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.23.00","42","23","","","Risk Category","Safety","","""Set of actions and resources used to protect something or someone.""","","31","","4 - Not coded","4 - Not coded","4 - Not coded","","X.1 > Excluded","Implement comprehensive safety protocols and risk assessment procedures for AI systems, including regular safety audits, fail-safe mechanisms, and emergency shutdown capabilities. Establish a dedicated safety team to monitor and evaluate AI operations, conduct thorough testing in controlled environments before deployment, and maintain detailed documentation of safety measures and incident response plans.","Implement comprehensive safety protocols and risk assessment procedures for AI systems, including regular safety audits, fail-safe mechanisms, and emergency shutdown capabilities. Establish a dedicated safety team to monitor and evaluate AI operations, conduct thorough testing in controlled environments before deployment, and maintain detailed documentation of safety measures and incident response plans."
"An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance","Teixeira2022","42.24.00","42","24","","","Risk Category","Transparency","","""The quality or state of being transparent.""","","31","","4 - Not coded","4 - Not coded","4 - Not coded","","X.1 > Excluded","AI systems shall maintain comprehensive logs of their decision-making processes, including input data, algorithmic steps, and output results. These logs must be readily accessible for auditing purposes and presented in a human-readable format to facilitate transparency and accountability in AI operations.","AI systems shall maintain comprehensive logs of their decision-making processes, including input data, algorithmic steps, and output results. These logs must be readily accessible for auditing purposes and presented in a human-readable format to facilitate transparency and accountability in AI operations."
"Cataloguing LLM Evaluations","InfoComm2023","43.00.00","43","","","","Paper","","","","","","","","","","","","All evaluations of Large Language Models (LLMs) must be catalogued in a centralized repository. This repository shall include:

1. The specific LLM version tested
2. Date and time of evaluation
3. Evaluation metrics used
4. Test datasets employed
5. Results of the evaluation
6. Any identified biases or limitations
7. Name and role of the evaluator(s)

Access to this repository shall be restricted to authorized personnel only. The catalogue must be regularly updated and maintained to ensure accuracy and completeness of LLM evaluation records.","All evaluations of Large Language Models (LLMs) must be catalogued in a centralized repository. This repository shall include:

1. The specific LLM version tested
2. Date and time of evaluation
3. Evaluation metrics used
4. Test datasets employed
5. Results of the evaluation
6. Any identified biases or limitations
7. Name and role of the evaluator(s)

Access to this repository shall be restricted to authorized personnel only. The catalogue must be regularly updated and maintained to ensure accuracy and completeness of LLM evaluation records."
"Cataloguing LLM Evaluations","InfoComm2023","43.01.00","43","1","","","Risk Category","Safety & Trustworthiness","","""A comprehensive assessment of LLM safety is fundamental to the responsible development and deployment of these technologies, especially in sensitive fields like healthcare, legal systems, and finance, where safety and trust are of the utmost importance.""","","11","","1 - Human","1 - Intentional","3 - Other","7. AI System Safety, Failures, & Limitations","7.0 > AI system safety, failures, & limitations","LLM-EVAL-001: Implement a centralized evaluation catalog system to document and track all safety assessments conducted on Large Language Models (LLMs). This system shall include:

a) Detailed test scenarios and methodologies used
b) Performance metrics and results
c) Identified vulnerabilities or limitations
d) Mitigation strategies implemented
e) Version control to track changes in LLM iterations
f) Access controls to ensure data integrity and confidentiality
g) Regular audits and reviews of the catalog
h) Integration with development and deployment pipelines
i) Standardized reporting formats for cross-model comparisons
j) Mechanisms for incorporating feedback from real-world applications

The catalog shall be maintained by a dedicated team and updated after each significant model change or new evaluation. All stakeholders involved in LLM development, deployment, or use in sensitive applications must consult this catalog before making decisions about model implementation.","LLM-EVAL-001: Implement a centralized evaluation catalog system to document and track all safety assessments conducted on Large Language Models (LLMs). This system shall include:

a) Detailed test scenarios and methodologies used
b) Performance metrics and results
c) Identified vulnerabilities or limitations
d) Mitigation strategies implemented
e) Version control to track changes in LLM iterations
f) Access controls to ensure data integrity and confidentiality
g) Regular audits and reviews of the catalog
h) Integration with development and deployment pipelines
i) Standardized reporting formats for cross-model comparisons
j) Mechanisms for incorporating feedback from real-world applications

The catalog shall be maintained by a dedicated team and updated after each significant model change or new evaluation. All stakeholders involved in LLM development, deployment, or use in sensitive applications must consult this catalog before making decisions about model implementation."
"Cataloguing LLM Evaluations","InfoComm2023","43.01.01","43","1","1","","Risk Sub-Category","Safety & Trustworthiness","Toxicity generation","""These evaluations assess whether a LLM generates toxic text when prompted. In this context, toxicity is an umbrella term that encompasses hate speech, abusive language, violent speech, and profane language (Liang et al., 2022).""","","11","","2 - AI","3 - Other","3 - Other","1. Discrimination & Toxicity","1.2 > Exposure to toxic content","TC-LLM-TOX-01: Implement a comprehensive toxicity detection system that continuously monitors the LLM's output for hate speech, abusive language, violent speech, and profane language. The system should utilize multiple detection algorithms and regularly updated datasets to ensure accurate identification of toxic content. Establish thresholds for acceptable levels of toxicity and implement automatic alerts and logging mechanisms when these thresholds are exceeded. Conduct regular audits of the detection system's performance and update it as needed to address evolving forms of toxic language.","TC-LLM-TOX-01: Implement a comprehensive toxicity detection system that continuously monitors the LLM's output for hate speech, abusive language, violent speech, and profane language. The system should utilize multiple detection algorithms and regularly updated datasets to ensure accurate identification of toxic content. Establish thresholds for acceptable levels of toxicity and implement automatic alerts and logging mechanisms when these thresholds are exceeded. Conduct regular audits of the detection system's performance and update it as needed to address evolving forms of toxic language."
"Cataloguing LLM Evaluations","InfoComm2023","43.01.02","43","1","2","","Risk Sub-Category","Safety & Trustworthiness","Bias","7 types of bias evaluated: Demographical representation: These evaluations assess whether there is disparity in the rates at which different demographic groups are mentioned in LLM generated text. This ascertains over- representation, under-representation, or erasure of specific demographic groups; (2) Stereotype bias: These evaluations assess whether there is disparity in the rates at which different demographic groups are associated with stereotyped terms (e.g., occupations) in a LLM's generated output; (3) Fairness: These evaluations assess whether sensitive attributes (e.g., sex and race) impact the predictions of LLMs; (4) Distributional bias: These evaluations assess the variance in offensive content in a LLM's generated output for a given demographic group, compared to other groups; (5) Representation of subjective opinions: These evaluations assess whether LLMs equitably represent diverse global perspectives on societal issues (e.g., whether employers should give job priority to citizens over immigrants); (6) Political bias: These evaluations assess whether LLMs display any slant or preference towards certain political ideologies or views; (7) Capability fairness: These evaluations assess whether a LLM's performance on a task is unjustifiably different across different groups and attributes (e.g., whether a LLM's accuracy degrades across different English varieties).","","","","2 - AI","3 - Other","3 - Other","1. Discrimination & Toxicity","1.1 > Unfair discrimination and misrepresentation","Implement a comprehensive bias evaluation framework that assesses the LLM across all 7 identified bias types: demographic representation, stereotype bias, fairness, distributional bias, representation of subjective opinions, political bias, and capability fairness. Conduct regular audits using this framework and maintain detailed logs of evaluation results. Establish thresholds for acceptable bias levels and implement mitigation strategies when thresholds are exceeded. Ensure diverse representation in evaluation datasets and involve multidisciplinary teams in interpreting results. Continuously update the evaluation framework to incorporate emerging best practices in bias detection and mitigation for LLMs.","Implement a comprehensive bias evaluation framework that assesses the LLM across all 7 identified bias types: demographic representation, stereotype bias, fairness, distributional bias, representation of subjective opinions, political bias, and capability fairness. Conduct regular audits using this framework and maintain detailed logs of evaluation results. Establish thresholds for acceptable bias levels and implement mitigation strategies when thresholds are exceeded. Ensure diverse representation in evaluation datasets and involve multidisciplinary teams in interpreting results. Continuously update the evaluation framework to incorporate emerging best practices in bias detection and mitigation for LLMs."
"Cataloguing LLM Evaluations","InfoComm2023","43.01.03","43","1","3","","Risk Sub-Category","Safety & Trustworthiness","Machine ethics","""These evaluations assess the morality of LLMs, focusing on issues such as their ability to distinguish between moral and immoral actions, and the circumstances in which they fail to do so.""","","12","","2 - AI","3 - Other","3 - Other","7. AI System Safety, Failures, & Limitations","7.3 > Lack of capability or robustness","LLM-ETHICS-EVAL-001: Implement a comprehensive cataloguing system for Large Language Model (LLM) ethical evaluations. This system shall:

a) Document all ethical assessments conducted on LLMs, including methodologies, test cases, and results.
b) Categorize evaluations based on specific ethical dimensions (e.g., moral reasoning, bias detection, value alignment).
c) Track the performance of LLMs across different ethical scenarios and decision-making tasks.
d) Maintain a record of identified ethical failures or limitations for each LLM version.
e) Provide a searchable database of ethical evaluation outcomes for reference and analysis.
f) Require regular updates as new evaluations are conducted or LLM versions are released.
g) Include version control to track changes in LLM ethical performance over time.
h) Implement access controls to ensure only authorized personnel can view or modify the catalogue.
i) Generate reports summarizing ethical evaluation trends and areas for improvement.
j) Integrate with existing AI development and deployment processes to inform ethical considerations throughout the LLM lifecycle.","LLM-ETHICS-EVAL-001: Implement a comprehensive cataloguing system for Large Language Model (LLM) ethical evaluations. This system shall:

a) Document all ethical assessments conducted on LLMs, including methodologies, test cases, and results.
b) Categorize evaluations based on specific ethical dimensions (e.g., moral reasoning, bias detection, value alignment).
c) Track the performance of LLMs across different ethical scenarios and decision-making tasks.
d) Maintain a record of identified ethical failures or limitations for each LLM version.
e) Provide a searchable database of ethical evaluation outcomes for reference and analysis.
f) Require regular updates as new evaluations are conducted or LLM versions are released.
g) Include version control to track changes in LLM ethical performance over time.
h) Implement access controls to ensure only authorized personnel can view or modify the catalogue.
i) Generate reports summarizing ethical evaluation trends and areas for improvement.
j) Integrate with existing AI development and deployment processes to inform ethical considerations throughout the LLM lifecycle."
"Cataloguing LLM Evaluations","InfoComm2023","43.01.04","43","1","4","","Risk Sub-Category","Safety & Trustworthiness","Psychological traits","""These evaluations gauge a LLM's output for characteristics that are typically associated with human personalities (e.g., such as those from the Big Five Inventory). These can, in turn, shed light on the potential biases that a LLM may exhibit.""","","12","","2 - AI","3 - Other","3 - Other","7. AI System Safety, Failures, & Limitations","7.3 > Lack of capability or robustness","

Implement a standardized evaluation framework for Large Language Models (LLMs) that includes assessments of psychological traits and potential biases. This framework should:

1. Utilize established personality assessment tools, such as the Big Five Inventory, to evaluate LLM outputs systematically.

2. Develop a comprehensive set of prompts designed to elicit responses that can be analyzed for personality traits and biases.

3. Employ automated scoring mechanisms to quantify the presence and intensity of various psychological characteristics in LLM outputs.

4. Maintain a centralized database to catalog and track evaluation results across different LLM versions and models.

5. Implement version control for evaluation methodologies to ensure consistency and comparability of results over time.

6. Regularly update the evaluation framework to incorporate new research findings and emerging best practices in AI ethics and bias detection.

7. Generate detailed reports highlighting identified psychological traits, potential biases, and their implications for LLM performance and safety.

8. Establish thresholds for acceptable levels of bias and personality trait expression, triggering alerts when these thresholds are exceeded.

9. Integrate the evaluation results into the LLM development pipeline to inform model fine-tuning and bias mitigation efforts.

10. Conduct periodic third-party audits of the evaluation process to ensure objectivity and adherence to industry standards.","

Implement a standardized evaluation framework for Large Language Models (LLMs) that includes assessments of psychological traits and potential biases. This framework should:

1. Utilize established personality assessment tools, such as the Big Five Inventory, to evaluate LLM outputs systematically.

2. Develop a comprehensive set of prompts designed to elicit responses that can be analyzed for personality traits and biases.

3. Employ automated scoring mechanisms to quantify the presence and intensity of various psychological characteristics in LLM outputs.

4. Maintain a centralized database to catalog and track evaluation results across different LLM versions and models.

5. Implement version control for evaluation methodologies to ensure consistency and comparability of results over time.

6. Regularly update the evaluation framework to incorporate new research findings and emerging best practices in AI ethics and bias detection.

7. Generate detailed reports highlighting identified psychological traits, potential biases, and their implications for LLM performance and safety.

8. Establish thresholds for acceptable levels of bias and personality trait expression, triggering alerts when these thresholds are exceeded.

9. Integrate the evaluation results into the LLM development pipeline to inform model fine-tuning and bias mitigation efforts.

10. Conduct periodic third-party audits of the evaluation process to ensure objectivity and adherence to industry standards."
